City,Date,Temperature,Temp_Min,Temp_Max,Pressure,Sea_Level,Humidity,Wind Speed,Country,Lon,Lat,Description
Athènes,2023-12-16 12:00:00,283.19,283.19,283.19,1022,1022,75,9.41,GR,23.7162,37.9795,2
Kuala Lumpur,2023-12-14 18:00:00,297.58,297.58,297.58,1010,1010,92,1.23,MY,101.6865,3.1431,2
Bogotá,2023-12-16 00:00:00,286.28,286.28,286.28,1014,1014,96,1.13,CO,-74.0817,4.6097,2
Lusaka,2023-12-15 06:00:00,292.89,292.89,292.89,1014,1014,90,0.77,ZM,28.2871,-15.4067,2
Port-d'Espagne,2023-12-15 12:00:00,298.8,298.8,298.8,1011,1011,85,2.96,TT,-61.5166,10.6662,2
Jakarta,2023-12-15 21:00:00,301.33,301.33,301.33,1008,1008,71,0.84,ID,106.8451,-6.2146,2
Kuala Lumpur,2023-12-15 09:00:00,301.0,301.0,301.0,1007,1007,84,0.59,MY,101.6865,3.1431,2
Tokyo,2023-12-15 09:00:00,290.48,290.48,290.48,1008,1008,77,8.16,JP,139.6917,35.6895,2
Bucarest,2023-12-15 15:00:00,277.14,277.14,277.14,1024,1024,71,6.5,RO,26.1063,44.4323,2
Jakarta,2023-12-16 03:00:00,304.38,304.38,304.38,1010,1010,60,2.16,ID,106.8451,-6.2146,2
Tripoli,2023-12-16 12:00:00,289.44,289.44,289.44,1021,1021,64,6.05,LY,13.1875,32.8752,2
Saint-Georges,2023-12-16 00:00:00,299.96,299.96,299.96,1011,1011,81,5.64,GD,-61.7485,12.0564,2
Malabo,2023-12-15 09:00:00,301.02,301.02,301.02,1012,1012,76,1.35,GQ,8.7833,3.75,2
Tripoli,2023-12-16 09:00:00,289.65,289.65,289.65,1022,1022,62,6.35,LY,13.1875,32.8752,2
São Tomé,2023-12-15 18:00:00,300.08,300.08,300.08,1010,1010,79,1.52,ST,6.7273,0.3365,2
Nairobi,2023-12-15 15:00:00,292.33,292.33,292.33,1012,1012,85,4.58,KE,36.8167,-1.2833,2
Monrovia,2023-12-15 06:00:00,298.32,298.32,298.32,1010,1010,85,1.78,LR,-10.7969,6.3005,2
Port-au-Prince,2023-12-15 21:00:00,302.01,302.01,302.01,1011,1011,58,2.01,HT,-72.335,18.5392,2
Kingston,2023-12-16 00:00:00,296.67,296.67,296.67,1012,1012,89,1.37,JM,-76.7936,17.997,2
Colombo,2023-12-16 09:00:00,298.6,298.6,298.6,1007,1007,88,8.49,LK,79.8478,6.9319,2
Caracas,2023-12-15 18:00:00,299.68,299.68,299.68,1009,1009,61,0.68,VE,-66.8792,10.488,2
Singapour,2023-12-15 06:00:00,301.19,301.19,301.19,1008,1008,75,0.33,SG,103.8501,1.2897,2
Hanoï,2023-12-16 00:00:00,296.77,296.77,296.77,1014,1014,90,2.35,VN,105.8412,21.0245,2
Brazzaville,2023-12-13 06:00:00,295.52,295.52,295.52,1013,1013,97,0.57,CG,15.2832,-4.2658,2
Luanda,2023-12-15 06:00:00,298.63,298.63,298.63,1011,1011,83,2.66,AO,13.2343,-8.8368,2
Séoul,2023-12-14 21:00:00,279.15,279.15,279.15,1013,1013,86,3.12,KR,126.9778,37.5683,2
Apia,2023-12-16 03:00:00,299.47,299.47,299.47,1006,1006,87,9.15,WS,-171.7667,-13.8333,2
Lusaka,2023-12-16 06:00:00,295.08,295.08,295.08,1014,1014,79,3.4,ZM,28.2871,-15.4067,2
Libreville,2023-12-16 09:00:00,301.34,301.34,301.34,1011,1011,74,1.89,GA,9.4537,0.3925,2
Quito,2023-12-15 09:00:00,284.41,284.41,284.41,1013,1013,95,0.11,EC,-78.5249,-0.2299,2
Palikir,2023-12-16 09:00:00,301.06,301.06,301.06,1009,1009,81,10.09,FM,158.1611,6.9248,2
Quito,2023-12-15 03:00:00,285.56,285.56,285.56,1014,1014,91,0.55,EC,-78.5249,-0.2299,2
Buenos Aires,2023-12-16 12:00:00,296.89,296.89,296.89,1009,1009,88,3.19,AR,-58.3772,-34.6132,2
Kingston,2023-12-16 00:00:00,296.67,296.67,296.67,1012,1012,89,1.37,JM,-76.7936,17.997,2
Bogotá,2023-12-16 06:00:00,285.63,285.63,285.63,1015,1015,96,0.5,CO,-74.0817,4.6097,2
Kuala Lumpur,2023-12-15 03:00:00,302.11,302.11,302.11,1012,1012,75,0.41,MY,101.6865,3.1431,2
Port-d'Espagne,2023-12-15 09:00:00,297.48,297.48,297.48,1009,1009,90,3.18,TT,-61.5166,10.6662,2
Singapour,2023-12-15 09:00:00,300.6,300.6,300.6,1007,1007,78,0.25,SG,103.8501,1.2897,2
Kinshasa,2023-12-16 03:00:00,295.23,295.23,295.23,1010,1010,94,0.59,CD,15.3215,-4.3246,2
Hanoï,2023-12-15 21:00:00,296.61,296.61,296.61,1011,1011,93,1.87,VN,105.8412,21.0245,2
Athènes,2023-12-16 12:00:00,283.19,283.19,283.19,1022,1022,75,9.41,GR,23.7162,37.9795,2
Apia,2023-12-15 15:00:00,300.45,300.45,300.45,1006,1006,83,6.29,WS,-171.7667,-13.8333,2
Quito,2023-12-16 12:00:00,284.05,284.05,284.05,1016,1016,95,0.61,EC,-78.5249,-0.2299,2
Bucarest,2023-12-15 06:00:00,278.39,278.39,278.39,1018,1018,91,7.31,RO,26.1063,44.4323,2
Jakarta,2023-12-16 09:00:00,303.84,303.84,303.84,1006,1006,61,3.46,ID,106.8451,-6.2146,2
Buenos Aires,2023-12-15 09:00:00,294.44,294.44,294.44,1003,1003,92,3.97,AR,-58.3772,-34.6132,2
Monrovia,2023-12-15 15:00:00,302.27,302.27,302.27,1008,1008,67,4.32,LR,-10.7969,6.3005,2
Maputo,2023-12-16 12:00:00,294.09,294.09,294.09,1013,1013,88,2.21,MZ,32.5892,-25.9653,2
Honiara,2023-12-15 09:00:00,299.3,299.3,299.3,1009,1009,89,1.38,SB,159.95,-9.4333,2
Athènes,2023-12-16 09:00:00,283.74,283.74,283.74,1023,1023,80,8.39,GR,23.7162,37.9795,2
Bogotá,2023-12-15 12:00:00,285.85,285.85,285.85,1015,1015,97,0.42,CO,-74.0817,4.6097,2
Berlin,2023-12-10 21:00:00,279.91,279.91,279.91,1007,1007,82,5.6,DE,13.4105,52.5244,2
Jakarta,2023-12-15 06:00:00,304.72,304.72,304.72,1008,1008,56,3.89,ID,106.8451,-6.2146,2
Lisbonne,2023-12-13 15:00:00,287.78,287.78,287.78,1018,1018,60,7.11,PT,-9.1333,38.7167,2
Tripoli,2023-12-15 21:00:00,289.41,289.41,289.41,1021,1021,61,9.25,LY,13.1875,32.8752,2
Kuala Lumpur,2023-12-16 18:00:00,297.88,297.88,297.88,1009,1009,93,0.78,MY,101.6865,3.1431,2
Bogotá,2023-12-16 03:00:00,286.05,286.05,286.05,1016,1016,95,0.82,CO,-74.0817,4.6097,2
Buenos Aires,2023-12-16 09:00:00,295.85,295.85,295.85,1009,1009,90,2.8,AR,-58.3772,-34.6132,2
Kinshasa,2023-12-09 09:00:00,299.4,299.4,299.4,1013,1013,83,2.11,CD,15.3215,-4.3246,2
Quito,2023-12-16 18:00:00,285.74,285.74,285.74,1015,1015,87,1.13,EC,-78.5249,-0.2299,2
Jakarta,2023-12-15 18:00:00,301.91,301.91,301.91,1008,1008,69,1.14,ID,106.8451,-6.2146,2
Montevideo,2023-12-15 09:00:00,295.22,295.22,295.22,1000,1000,91,6.79,UY,-56.1674,-34.8335,2
Victoria,2023-12-16 09:00:00,289.44,289.44,289.44,1019,1019,68,7.5,HK,114.1577,22.2855,2
Brazzaville,2023-12-16 18:00:00,298.86,298.86,298.86,1008,1008,85,0.87,CG,15.2832,-4.2658,2
Brazzaville,2023-12-15 21:00:00,297.66,297.66,297.66,1011,1011,84,0.8,CG,15.2832,-4.2658,2
Port Moresby,2023-12-16 06:00:00,302.47,302.47,302.47,1005,1005,67,3.09,PG,147.1797,-9.4431,2
Port-d'Espagne,2023-12-15 09:00:00,297.48,297.48,297.48,1009,1009,90,3.18,TT,-61.5166,10.6662,2
Athènes,2023-12-16 15:00:00,281.66,281.66,281.66,1024,1024,79,9.82,GR,23.7162,37.9795,2
Bogotá,2023-12-16 00:00:00,286.28,286.28,286.28,1014,1014,96,1.13,CO,-74.0817,4.6097,2
Tripoli,2023-12-16 03:00:00,288.28,288.28,288.28,1020,1020,68,6.3,LY,13.1875,32.8752,2
Quito,2023-12-15 18:00:00,289.99,289.99,289.99,1011,1011,71,2.27,EC,-78.5249,-0.2299,2
Montevideo,2023-12-15 12:00:00,296.72,296.72,296.72,1006,1006,87,3.75,UY,-56.1674,-34.8335,2
Jakarta,2023-12-16 06:00:00,304.18,304.18,304.18,1008,1008,61,3.82,ID,106.8451,-6.2146,2
Castries,2023-12-16 12:00:00,298.35,298.35,298.35,1013,1013,81,7.81,LC,-61.0061,13.9957,2
Singapour,2023-12-15 09:00:00,300.6,300.6,300.6,1007,1007,78,0.25,SG,103.8501,1.2897,2
Kuala Lumpur,2023-12-15 03:00:00,302.11,302.11,302.11,1012,1012,75,0.41,MY,101.6865,3.1431,2
Buenos Aires,2023-12-15 09:00:00,294.44,294.44,294.44,1003,1003,92,3.97,AR,-58.3772,-34.6132,2
Dili,2023-12-16 03:00:00,303.91,303.91,303.91,1008,1008,74,4.71,TL,125.5736,-8.5586,2
Jakarta,2023-12-16 03:00:00,304.38,304.38,304.38,1010,1010,60,2.16,ID,106.8451,-6.2146,2
Pretoria,2023-12-16 09:00:00,294.38,294.38,294.38,1015,1015,73,3.37,ZA,28.1878,-25.7449,2
Luanda,2023-12-15 06:00:00,298.63,298.63,298.63,1011,1011,83,2.66,AO,13.2343,-8.8368,2
Belmopan,2023-12-13 18:00:00,298.11,298.11,298.11,1014,1014,95,1.63,BZ,-88.7667,17.25,2
Tripoli,2023-12-16 18:00:00,287.86,287.86,287.86,1022,1022,76,4.23,LY,13.1875,32.8752,2
Jakarta,2023-12-15 18:00:00,301.91,301.91,301.91,1008,1008,69,1.14,ID,106.8451,-6.2146,2
Buenos Aires,2023-12-15 06:00:00,295.33,295.33,295.33,1003,1003,95,4.78,AR,-58.3772,-34.6132,2
Jakarta,2023-12-15 06:00:00,304.72,304.72,304.72,1008,1008,56,3.89,ID,106.8451,-6.2146,2
Athènes,2023-12-16 12:00:00,283.19,283.19,283.19,1022,1022,75,9.41,GR,23.7162,37.9795,2
Athènes,2023-12-15 21:00:00,285.55,285.55,285.55,1017,1017,83,4.34,GR,23.7162,37.9795,2
Tripoli,2023-12-15 15:00:00,289.36,289.36,289.36,1019,1019,62,9.65,LY,13.1875,32.8752,2
Luanda,2023-12-16 03:00:00,298.95,298.95,298.95,1010,1010,83,2.97,AO,13.2343,-8.8368,2
Jakarta,2023-12-16 12:00:00,302.53,302.53,302.53,1008,1008,67,2.23,ID,106.8451,-6.2146,2
Bogotá,2023-12-16 12:00:00,285.48,285.48,285.48,1016,1016,97,0.07,CO,-74.0817,4.6097,2
Honiara,2023-12-16 09:00:00,299.38,299.38,299.38,1009,1009,88,1.55,SB,159.95,-9.4333,2
Alger,2023-12-15 21:00:00,285.81,285.81,285.81,1034,1034,66,8.12,DZ,3.042,36.7525,2
Jakarta,2023-12-16 09:00:00,303.84,303.84,303.84,1006,1006,61,3.46,ID,106.8451,-6.2146,2
Colombo,2023-12-16 00:00:00,296.67,296.67,296.67,1009,1009,91,4.78,LK,79.8478,6.9319,2
Mbabane,2023-12-15 09:00:00,290.93,290.93,290.93,1017,1017,92,1.2,SZ,31.1333,-26.3167,2
Bogotá,2023-12-16 12:00:00,285.48,285.48,285.48,1016,1016,97,0.07,CO,-74.0817,4.6097,2
Harare,2023-12-15 09:00:00,297.68,297.68,297.68,1014,1014,63,3.31,ZW,31.0539,-17.8294,2
Nairobi,2023-12-15 12:00:00,297.15,297.15,297.15,1010,1010,57,5.39,KE,36.8167,-1.2833,2
Tarawa,2023-12-16 15:00:00,301.57,301.57,301.57,1004,1004,80,8.5,KI,172.984,1.419,2
Kuala Lumpur,2023-12-15 09:00:00,301.0,301.0,301.0,1007,1007,84,0.59,MY,101.6865,3.1431,2
Malabo,2023-12-16 12:00:00,301.49,301.49,301.49,1010,1010,78,1.75,GQ,8.7833,3.75,2
Maputo,2023-12-15 06:00:00,297.52,297.52,297.52,1014,1014,81,5.47,MZ,32.5892,-25.9653,2
La Havane,2023-12-16 15:00:00,299.16,299.16,299.16,1013,1013,77,7.82,CU,-82.383,23.133,2
Singapour,2023-12-16 09:00:00,301.89,301.89,301.89,1007,1007,73,3.4,SG,103.8501,1.2897,2
Nairobi,2023-12-15 03:00:00,289.21,289.21,289.21,1015,1015,95,1.97,KE,36.8167,-1.2833,2
Jakarta,2023-12-16 06:00:00,304.18,304.18,304.18,1008,1008,61,3.82,ID,106.8451,-6.2146,2
La Havane,2023-12-15 15:00:00,298.53,298.53,298.53,1016,1016,70,8.76,CU,-82.383,23.133,2
La Havane,2023-12-15 15:00:00,298.53,298.53,298.53,1016,1016,70,8.76,CU,-82.383,23.133,2
Tokyo,2023-12-15 06:00:00,289.48,289.48,289.48,1011,1011,85,7.04,JP,139.6917,35.6895,2
Hanoï,2023-12-16 03:00:00,297.82,297.82,297.82,1016,1016,82,3.73,VN,105.8412,21.0245,2
Monrovia,2023-12-15 09:00:00,299.4,299.4,299.4,1012,1012,82,2.31,LR,-10.7969,6.3005,2
Panamá,2023-12-16 18:00:00,300.61,300.61,300.61,1010,1010,82,3.56,PA,-80.0,9.0,2
Kinshasa,2023-12-16 03:00:00,295.23,295.23,295.23,1010,1010,94,0.59,CD,15.3215,-4.3246,2
Colombo,2023-12-15 18:00:00,297.95,297.95,297.95,1011,1011,87,4.59,LK,79.8478,6.9319,2
Singapour,2023-12-16 12:00:00,300.89,300.89,300.89,1009,1009,79,4.66,SG,103.8501,1.2897,2
Malé,2023-12-14 21:00:00,300.22,300.22,300.22,1010,1010,80,3.89,MV,73.5089,4.1748,2
Bogotá,2023-12-16 06:00:00,285.63,285.63,285.63,1015,1015,96,0.5,CO,-74.0817,4.6097,2
Panamá,2023-12-16 06:00:00,296.37,296.37,296.37,1010,1010,97,1.07,PA,-80.0,9.0,2
Bujumbura,2023-12-16 06:00:00,294.41,294.41,294.41,1016,1016,93,1.27,BI,29.3644,-3.3822,2
Colombo,2023-12-16 18:00:00,298.58,298.58,298.58,1010,1010,87,6.29,LK,79.8478,6.9319,2
Montevideo,2023-12-15 06:00:00,295.27,295.27,295.27,1004,1004,96,4.56,UY,-56.1674,-34.8335,2
Nairobi,2023-12-15 15:00:00,292.33,292.33,292.33,1012,1012,85,4.58,KE,36.8167,-1.2833,2
Alger,2023-12-16 12:00:00,286.22,286.22,286.22,1035,1035,62,6.08,DZ,3.042,36.7525,2
Pretoria,2023-12-16 00:00:00,290.79,290.79,290.79,1015,1015,87,2.32,ZA,28.1878,-25.7449,2
Tirana,2023-12-15 06:00:00,282.25,282.25,282.25,1014,1014,87,2.33,AL,19.8189,41.3275,2
Saint-Georges,2023-12-11 06:00:00,299.27,299.27,299.27,1010,1010,84,6.8,GD,-61.7485,12.0564,2
Kingston,2023-12-15 18:00:00,302.69,302.69,302.69,1011,1011,60,0.75,JM,-76.7936,17.997,2
Lusaka,2023-12-16 00:00:00,293.0,293.0,293.0,1011,1011,86,0.62,ZM,28.2871,-15.4067,2
Suva,2023-12-16 12:00:00,297.76,297.76,297.76,1010,1010,84,2.57,FJ,178.4415,-18.1416,2
Bogotá,2023-12-11 21:00:00,289.19,289.19,289.19,1010,1010,84,0.95,CO,-74.0817,4.6097,2
Port-d'Espagne,2023-12-15 06:00:00,297.41,297.41,297.41,1008,1008,90,2.44,TT,-61.5166,10.6662,2
Prague,2023-12-15 21:00:00,277.25,277.25,277.25,1039,1039,91,4.53,CZ,14.4208,50.088,2
Budapest,2023-12-11 15:00:00,275.92,275.92,275.92,1014,1014,97,1.53,HU,19.0399,47.498,2
Quito,2023-12-15 15:00:00,287.88,287.88,287.88,1014,1014,77,1.06,EC,-78.5249,-0.2299,2
Maputo,2023-12-15 06:00:00,297.52,297.52,297.52,1014,1014,81,5.47,MZ,32.5892,-25.9653,2
Harare,2023-12-15 09:00:00,297.68,297.68,297.68,1014,1014,63,3.31,ZW,31.0539,-17.8294,2
La Havane,2023-12-16 09:00:00,295.29,295.29,295.29,1011,1011,89,5.1,CU,-82.383,23.133,2
Tripoli,2023-12-10 00:00:00,291.02,291.02,291.02,1015,1015,72,9.54,LY,13.1875,32.8752,2
Hanoï,2023-12-16 06:00:00,291.15,291.15,291.15,1015,1015,81,8.49,VN,105.8412,21.0245,2
Panamá,2023-12-15 09:00:00,296.2,296.2,296.2,1007,1007,98,1.3,PA,-80.0,9.0,2
Lusaka,2023-12-16 00:00:00,293.0,293.0,293.0,1011,1011,86,0.62,ZM,28.2871,-15.4067,2
Mexico,2023-12-16 12:00:00,298.92,298.92,298.92,1013,1013,76,1.48,PH,120.7198,15.0646,2
Hanoï,2023-12-16 00:00:00,296.77,296.77,296.77,1014,1014,90,2.35,VN,105.8412,21.0245,2
Mbabane,2023-12-15 06:00:00,290.29,290.29,290.29,1017,1017,96,1.49,SZ,31.1333,-26.3167,2
Tripoli,2023-12-16 15:00:00,288.61,288.61,288.61,1021,1021,70,4.77,LY,13.1875,32.8752,2
Pretoria,2023-12-16 00:00:00,290.79,290.79,290.79,1015,1015,87,2.32,ZA,28.1878,-25.7449,2
Kigali,2023-12-15 18:00:00,289.84,289.84,289.84,1014,1014,93,1.29,RW,30.0588,-1.95,2
Tripoli,2023-12-16 06:00:00,288.12,288.12,288.12,1020,1020,70,5.21,LY,13.1875,32.8752,2
Honiara,2023-12-16 06:00:00,300.94,300.94,300.94,1007,1007,81,0.84,SB,159.95,-9.4333,2
Colombo,2023-12-16 06:00:00,298.71,298.71,298.71,1010,1010,87,6.01,LK,79.8478,6.9319,2
Athènes,2023-12-16 09:00:00,283.74,283.74,283.74,1023,1023,80,8.39,GR,23.7162,37.9795,2
Hanoï,2023-12-16 12:00:00,287.02,287.02,287.02,1021,1021,73,7.32,VN,105.8412,21.0245,2
Buenos Aires,2023-12-16 09:00:00,295.85,295.85,295.85,1009,1009,90,2.8,AR,-58.3772,-34.6132,2
Libreville,2023-12-15 15:00:00,301.83,301.83,301.83,1007,1007,70,3.36,GA,9.4537,0.3925,2
Pretoria,2023-12-16 00:00:00,290.79,290.79,290.79,1015,1015,87,2.32,ZA,28.1878,-25.7449,2
Kigali,2023-12-16 15:00:00,292.4,292.4,292.4,1011,1011,93,0.31,RW,30.0588,-1.95,2
Athènes,2023-12-16 09:00:00,283.74,283.74,283.74,1023,1023,80,8.39,GR,23.7162,37.9795,2
Bucarest,2023-12-15 06:00:00,278.39,278.39,278.39,1018,1018,91,7.31,RO,26.1063,44.4323,2
Lusaka,2023-12-15 21:00:00,293.79,293.79,293.79,1012,1012,82,1.94,ZM,28.2871,-15.4067,2
Panamá,2023-12-15 15:00:00,301.26,301.26,301.26,1010,1010,77,3.2,PA,-80.0,9.0,2
Harare,2023-12-16 18:00:00,293.39,293.39,293.39,1012,1012,81,1.59,ZW,31.0539,-17.8294,2
Georgetown,2023-12-16 12:00:00,300.42,300.42,300.42,1009,1009,77,0.96,MY,100.3354,5.4112,2
Lusaka,2023-12-15 18:00:00,294.97,294.97,294.97,1011,1011,75,1.27,ZM,28.2871,-15.4067,2
Kinshasa,2023-12-15 15:00:00,303.67,303.67,303.67,1006,1006,62,0.21,CD,15.3215,-4.3246,2
Quito,2023-12-16 09:00:00,284.22,284.22,284.22,1014,1014,97,0.81,EC,-78.5249,-0.2299,2
La Havane,2023-12-16 09:00:00,295.29,295.29,295.29,1011,1011,89,5.1,CU,-82.383,23.133,2
Athènes,2023-12-15 15:00:00,290.49,290.49,290.49,1012,1012,75,2.59,GR,23.7162,37.9795,2
Athènes,2023-12-16 15:00:00,281.66,281.66,281.66,1024,1024,79,9.82,GR,23.7162,37.9795,2
Port-d'Espagne,2023-12-16 09:00:00,297.32,297.32,297.32,1010,1010,94,3.7,TT,-61.5166,10.6662,2
Nuku'alofa,2023-12-16 03:00:00,299.56,299.56,299.56,1009,1009,81,7.01,TO,-175.2,-21.1333,2
Buenos Aires,2023-12-16 15:00:00,300.2,300.2,300.2,1008,1008,71,2.96,AR,-58.3772,-34.6132,2
Harare,2023-12-16 18:00:00,293.39,293.39,293.39,1012,1012,81,1.59,ZW,31.0539,-17.8294,2
Mexico,2023-12-16 12:00:00,298.92,298.92,298.92,1013,1013,76,1.48,PH,120.7198,15.0646,2
Bridgetown,2023-12-10 21:00:00,300.1,300.1,300.1,1011,1011,79,7.57,BB,-59.6167,13.1,2
Singapour,2023-12-15 15:00:00,298.87,298.87,298.87,1010,1010,88,4.04,SG,103.8501,1.2897,2
Hanoï,2023-12-15 21:00:00,296.61,296.61,296.61,1011,1011,93,1.87,VN,105.8412,21.0245,2
Port-d'Espagne,2023-12-15 15:00:00,302.29,302.29,302.29,1011,1011,67,2.7,TT,-61.5166,10.6662,2
Nairobi,2023-12-16 00:00:00,289.16,289.16,289.16,1014,1014,97,3.36,KE,36.8167,-1.2833,2
Kuala Lumpur,2023-12-15 21:00:00,297.34,297.34,297.34,1008,1008,95,0.54,MY,101.6865,3.1431,2
Alger,2023-12-15 21:00:00,285.81,285.81,285.81,1034,1034,66,8.12,DZ,3.042,36.7525,2
Singapour,2023-12-15 12:00:00,299.59,299.59,299.59,1009,1009,84,2.88,SG,103.8501,1.2897,2
Libreville,2023-12-15 15:00:00,301.83,301.83,301.83,1007,1007,70,3.36,GA,9.4537,0.3925,2
La Havane,2023-12-16 03:00:00,296.37,296.37,296.37,1014,1014,83,7.19,CU,-82.383,23.133,2
La Havane,2023-12-15 06:00:00,296.92,296.92,296.92,1015,1015,80,9.54,CU,-82.383,23.133,2
Tripoli,2023-12-16 15:00:00,288.61,288.61,288.61,1021,1021,70,4.77,LY,13.1875,32.8752,2
Jakarta,2023-12-16 03:00:00,304.38,304.38,304.38,1010,1010,60,2.16,ID,106.8451,-6.2146,2
Tarawa,2023-12-16 00:00:00,300.49,300.49,300.49,1006,1006,84,9.14,KI,172.984,1.419,2
Port-d'Espagne,2023-12-16 03:00:00,297.37,297.37,297.37,1011,1011,93,2.79,TT,-61.5166,10.6662,2
Bogotá,2023-12-16 06:00:00,285.63,285.63,285.63,1015,1015,96,0.5,CO,-74.0817,4.6097,2
Tokyo,2023-12-15 09:00:00,290.48,290.48,290.48,1008,1008,77,8.16,JP,139.6917,35.6895,2
Libreville,2023-12-15 15:00:00,301.83,301.83,301.83,1007,1007,70,3.36,GA,9.4537,0.3925,2
Kigali,2023-12-16 09:00:00,297.23,297.23,297.23,1012,1012,63,1.41,RW,30.0588,-1.95,2
Libreville,2023-12-16 09:00:00,301.34,301.34,301.34,1011,1011,74,1.89,GA,9.4537,0.3925,2
Luanda,2023-12-15 03:00:00,298.29,298.29,298.29,1009,1009,86,3.38,AO,13.2343,-8.8368,2
Tokyo,2023-12-15 09:00:00,290.48,290.48,290.48,1008,1008,77,8.16,JP,139.6917,35.6895,2
Jakarta,2023-12-15 12:00:00,302.95,302.95,302.95,1008,1008,63,1.91,ID,106.8451,-6.2146,2
Kingstown,2023-12-16 00:00:00,299.53,299.53,299.53,1012,1012,80,6.27,VC,-61.2248,13.1587,2
Nairobi,2023-12-15 15:00:00,292.33,292.33,292.33,1012,1012,85,4.58,KE,36.8167,-1.2833,2
Port-d'Espagne,2023-12-15 09:00:00,297.48,297.48,297.48,1009,1009,90,3.18,TT,-61.5166,10.6662,2
Lusaka,2023-12-16 00:00:00,293.0,293.0,293.0,1011,1011,86,0.62,ZM,28.2871,-15.4067,2
Harare,2023-12-13 21:00:00,292.26,292.26,292.26,1014,1014,82,2.5,ZW,31.0539,-17.8294,2
Jakarta,2023-12-16 12:00:00,302.53,302.53,302.53,1008,1008,67,2.23,ID,106.8451,-6.2146,2
Harare,2023-12-16 15:00:00,298.46,298.46,298.46,1009,1009,57,2.87,ZW,31.0539,-17.8294,2
Pretoria,2023-12-16 09:00:00,294.38,294.38,294.38,1015,1015,73,3.37,ZA,28.1878,-25.7449,2
Singapour,2023-12-15 09:00:00,300.6,300.6,300.6,1007,1007,78,0.25,SG,103.8501,1.2897,2
Alger,2023-12-16 03:00:00,285.23,285.23,285.23,1034,1034,65,3.65,DZ,3.042,36.7525,2
Bujumbura,2023-12-15 21:00:00,294.57,294.57,294.57,1014,1014,99,0.71,BI,29.3644,-3.3822,2
Port-d'Espagne,2023-12-16 06:00:00,297.48,297.48,297.48,1010,1010,93,3.76,TT,-61.5166,10.6662,2
La Havane,2023-12-15 12:00:00,296.98,296.98,296.98,1015,1015,78,8.49,CU,-82.383,23.133,2
Bridgetown,2023-12-16 00:00:00,299.92,299.92,299.92,1012,1012,79,7.65,BB,-59.6167,13.1,2
Bratislava,2023-12-12 18:00:00,278.08,278.08,278.08,1009,1009,98,2.7,SK,17.1067,48.1482,2
Kuala Lumpur,2023-12-16 03:00:00,302.17,302.17,302.17,1011,1011,74,0.58,MY,101.6865,3.1431,2
Bucarest,2023-12-15 09:00:00,276.29,276.29,276.29,1021,1021,94,5.53,RO,26.1063,44.4323,2
Libreville,2023-12-15 18:00:00,299.95,299.95,299.95,1009,1009,80,3.06,GA,9.4537,0.3925,2
Paramaribo,2023-12-16 09:00:00,298.07,298.07,298.07,1009,1009,94,3.88,SR,-55.1667,5.8667,2
Athènes,2023-12-16 12:00:00,283.19,283.19,283.19,1022,1022,75,9.41,GR,23.7162,37.9795,2
Bogotá,2023-12-16 15:00:00,286.22,286.22,286.22,1017,1017,96,0.11,CO,-74.0817,4.6097,2
Kingston,2023-12-16 00:00:00,296.67,296.67,296.67,1012,1012,89,1.37,JM,-76.7936,17.997,2
Bujumbura,2023-12-15 15:00:00,297.24,297.24,297.24,1010,1010,86,2.73,BI,29.3644,-3.3822,2
Athènes,2023-12-16 15:00:00,281.66,281.66,281.66,1024,1024,79,9.82,GR,23.7162,37.9795,2
Hanoï,2023-12-16 06:00:00,291.15,291.15,291.15,1015,1015,81,8.49,VN,105.8412,21.0245,2
Libreville,2023-12-15 12:00:00,300.86,300.86,300.86,1009,1009,76,2.96,GA,9.4537,0.3925,2
Buenos Aires,2023-12-16 15:00:00,300.2,300.2,300.2,1008,1008,71,2.96,AR,-58.3772,-34.6132,2
Caracas,2023-12-15 21:00:00,296.05,296.05,296.05,1009,1009,82,1.13,VE,-66.8792,10.488,2
Colombo,2023-12-15 06:00:00,301.1,301.1,301.1,1011,1011,75,3.23,LK,79.8478,6.9319,2
Monrovia,2023-12-15 12:00:00,302.79,302.79,302.79,1011,1011,65,1.48,LR,-10.7969,6.3005,2
Alger,2023-12-16 06:00:00,285.44,285.44,285.44,1034,1034,69,2.7,DZ,3.042,36.7525,2
Panamá,2023-12-15 21:00:00,300.99,300.99,300.99,1007,1007,77,3.53,PA,-80.0,9.0,2
Caracas,2023-12-15 21:00:00,296.05,296.05,296.05,1009,1009,82,1.13,VE,-66.8792,10.488,2
Bogotá,2023-12-15 09:00:00,285.63,285.63,285.63,1013,1013,96,0.07,CO,-74.0817,4.6097,2
Buenos Aires,2023-12-16 09:00:00,295.85,295.85,295.85,1009,1009,90,2.8,AR,-58.3772,-34.6132,2
Hanoï,2023-12-16 15:00:00,285.9,285.9,285.9,1022,1022,69,6.91,VN,105.8412,21.0245,2
Hanoï,2023-12-16 00:00:00,296.77,296.77,296.77,1014,1014,90,2.35,VN,105.8412,21.0245,2
Athènes,2023-12-16 15:00:00,281.66,281.66,281.66,1024,1024,79,9.82,GR,23.7162,37.9795,2
Pretoria,2023-12-16 03:00:00,290.8,290.8,290.8,1015,1015,90,2.69,ZA,28.1878,-25.7449,2
Bogotá,2023-12-15 21:00:00,288.87,288.87,288.87,1010,1010,85,0.77,CO,-74.0817,4.6097,2
